id,title,optionA,optionB,optionC,optionD,answer,analysis,exam_type,knowledge_point,difficulty,tags,language,section,topic_order
"1307","20% of 610 is equal to which value?","117","488","122","127","C","正确答案是 C。Arithmetic · 百分比、比率与速率：percent and ratio。根据题干条件逐项检验可得 122。","GRE原创专项练习","Arithmetic · 百分比、比率与速率","易","percent and ratio","zh-en","Quantitative Reasoning","7"
"1308","25% of 615 is equal to which value?","461.25","153.75","158.75","148.75","B","正确答案是 B。Arithmetic · 百分比、比率与速率：percent and ratio。根据题干条件逐项检验可得 153.75。","GRE原创专项练习","Arithmetic · 百分比、比率与速率","中","percent and ratio","zh-en","Quantitative Reasoning","7"
"1309","10% of 620 is equal to which value?","62","67","57","558","A","正确答案是 A。Arithmetic · 百分比、比率与速率：percent and ratio。根据题干条件逐项检验可得 62。","GRE原创专项练习","Arithmetic · 百分比、比率与速率","易","percent and ratio","zh-en","Quantitative Reasoning","7"
"1310","15% of 625 is equal to which value?","98.75","88.75","531.25","93.75","D","正确答案是 D。Arithmetic · 百分比、比率与速率：percent and ratio。根据题干条件逐项检验可得 93.75。","GRE原创专项练习","Arithmetic · 百分比、比率与速率","易","percent and ratio","zh-en","Quantitative Reasoning","7"
"1311","20% of 630 is equal to which value?","121","504","126","131","C","正确答案是 C。Arithmetic · 百分比、比率与速率：percent and ratio。根据题干条件逐项检验可得 126。","GRE原创专项练习","Arithmetic · 百分比、比率与速率","中","percent and ratio","zh-en","Quantitative Reasoning","7"
"1312","25% of 635 is equal to which value?","476.25","158.75","163.75","153.75","B","正确答案是 B。Arithmetic · 百分比、比率与速率：percent and ratio。根据题干条件逐项检验可得 158.75。","GRE原创专项练习","Arithmetic · 百分比、比率与速率","易","percent and ratio","zh-en","Quantitative Reasoning","7"
"1313","10% of 640 is equal to which value?","64","69","59","576","A","正确答案是 A。Arithmetic · 百分比、比率与速率：percent and ratio。根据题干条件逐项检验可得 64。","GRE原创专项练习","Arithmetic · 百分比、比率与速率","易","percent and ratio","zh-en","Quantitative Reasoning","7"
"1314","15% of 645 is equal to which value?","101.75","91.75","548.25","96.75","D","正确答案是 D。Arithmetic · 百分比、比率与速率：percent and ratio。根据题干条件逐项检验可得 96.75。","GRE原创专项练习","Arithmetic · 百分比、比率与速率","中","percent and ratio","zh-en","Quantitative Reasoning","7"
"1315","20% of 650 is equal to which value?","125","520","130","135","C","正确答案是 C。Arithmetic · 百分比、比率与速率：percent and ratio。根据题干条件逐项检验可得 130。","GRE原创专项练习","Arithmetic · 百分比、比率与速率","易","percent and ratio","zh-en","Quantitative Reasoning","7"
"1316","25% of 655 is equal to which value?","491.25","163.75","168.75","158.75","B","正确答案是 B。Arithmetic · 百分比、比率与速率：percent and ratio。根据题干条件逐项检验可得 163.75。","GRE原创专项练习","Arithmetic · 百分比、比率与速率","易","percent and ratio","zh-en","Quantitative Reasoning","7"
"1317","10% of 660 is equal to which value?","66","71","61","594","A","正确答案是 A。Arithmetic · 百分比、比率与速率：percent and ratio。根据题干条件逐项检验可得 66。","GRE原创专项练习","Arithmetic · 百分比、比率与速率","中","percent and ratio","zh-en","Quantitative Reasoning","7"
"1318","15% of 665 is equal to which value?","104.75","94.75","565.25","99.75","D","正确答案是 D。Arithmetic · 百分比、比率与速率：percent and ratio。根据题干条件逐项检验可得 99.75。","GRE原创专项练习","Arithmetic · 百分比、比率与速率","易","percent and ratio","zh-en","Quantitative Reasoning","7"
"1319","20% of 670 is equal to which value?","129","536","134","139","C","正确答案是 C。Arithmetic · 百分比、比率与速率：percent and ratio。根据题干条件逐项检验可得 134。","GRE原创专项练习","Arithmetic · 百分比、比率与速率","易","percent and ratio","zh-en","Quantitative Reasoning","7"
"1320","25% of 675 is equal to which value?","506.25","168.75","173.75","163.75","B","正确答案是 B。Arithmetic · 百分比、比率与速率：percent and ratio。根据题干条件逐项检验可得 168.75。","GRE原创专项练习","Arithmetic · 百分比、比率与速率","中","percent and ratio","zh-en","Quantitative Reasoning","7"
"1321","10% of 680 is equal to which value?","68","73","63","612","A","正确答案是 A。Arithmetic · 百分比、比率与速率：percent and ratio。根据题干条件逐项检验可得 68。","GRE原创专项练习","Arithmetic · 百分比、比率与速率","易","percent and ratio","zh-en","Quantitative Reasoning","7"
"1322","15% of 685 is equal to which value?","107.75","97.75","582.25","102.75","D","正确答案是 D。Arithmetic · 百分比、比率与速率：percent and ratio。根据题干条件逐项检验可得 102.75。","GRE原创专项练习","Arithmetic · 百分比、比率与速率","易","percent and ratio","zh-en","Quantitative Reasoning","7"
"1323","20% of 690 is equal to which value?","133","552","138","143","C","正确答案是 C。Arithmetic · 百分比、比率与速率：percent and ratio。根据题干条件逐项检验可得 138。","GRE原创专项练习","Arithmetic · 百分比、比率与速率","中","percent and ratio","zh-en","Quantitative Reasoning","7"
"1324","25% of 695 is equal to which value?","521.25","173.75","178.75","168.75","B","正确答案是 B。Arithmetic · 百分比、比率与速率：percent and ratio。根据题干条件逐项检验可得 173.75。","GRE原创专项练习","Arithmetic · 百分比、比率与速率","易","percent and ratio","zh-en","Quantitative Reasoning","7"
"1325","10% of 700 is equal to which value?","70","75","65","630","A","正确答案是 A。Arithmetic · 百分比、比率与速率：percent and ratio。根据题干条件逐项检验可得 70。","GRE原创专项练习","Arithmetic · 百分比、比率与速率","易","percent and ratio","zh-en","Quantitative Reasoning","7"
"1326","15% of 705 is equal to which value?","110.75","100.75","599.25","105.75","D","正确答案是 D。Arithmetic · 百分比、比率与速率：percent and ratio。根据题干条件逐项检验可得 105.75。","GRE原创专项练习","Arithmetic · 百分比、比率与速率","中","percent and ratio","zh-en","Quantitative Reasoning","7"
"1327","20% of 710 is equal to which value?","137","568","142","147","C","正确答案是 C。Arithmetic · 百分比、比率与速率：percent and ratio。根据题干条件逐项检验可得 142。","GRE原创专项练习","Arithmetic · 百分比、比率与速率","易","percent and ratio","zh-en","Quantitative Reasoning","7"
"1328","25% of 715 is equal to which value?","536.25","178.75","183.75","173.75","B","正确答案是 B。Arithmetic · 百分比、比率与速率：percent and ratio。根据题干条件逐项检验可得 178.75。","GRE原创专项练习","Arithmetic · 百分比、比率与速率","易","percent and ratio","zh-en","Quantitative Reasoning","7"
"1329","10% of 720 is equal to which value?","72","77","67","648","A","正确答案是 A。Arithmetic · 百分比、比率与速率：percent and ratio。根据题干条件逐项检验可得 72。","GRE原创专项练习","Arithmetic · 百分比、比率与速率","中","percent and ratio","zh-en","Quantitative Reasoning","7"
"1330","15% of 725 is equal to which value?","113.75","103.75","616.25","108.75","D","正确答案是 D。Arithmetic · 百分比、比率与速率：percent and ratio。根据题干条件逐项检验可得 108.75。","GRE原创专项练习","Arithmetic · 百分比、比率与速率","易","percent and ratio","zh-en","Quantitative Reasoning","7"
"1331","20% of 730 is equal to which value?","141","584","146","151","C","正确答案是 C。Arithmetic · 百分比、比率与速率：percent and ratio。根据题干条件逐项检验可得 146。","GRE原创专项练习","Arithmetic · 百分比、比率与速率","易","percent and ratio","zh-en","Quantitative Reasoning","7"
"1332","25% of 735 is equal to which value?","551.25","183.75","188.75","178.75","B","正确答案是 B。Arithmetic · 百分比、比率与速率：percent and ratio。根据题干条件逐项检验可得 183.75。","GRE原创专项练习","Arithmetic · 百分比、比率与速率","中","percent and ratio","zh-en","Quantitative Reasoning","7"
"1333","10% of 740 is equal to which value?","74","79","69","666","A","正确答案是 A。Arithmetic · 百分比、比率与速率：percent and ratio。根据题干条件逐项检验可得 74。","GRE原创专项练习","Arithmetic · 百分比、比率与速率","易","percent and ratio","zh-en","Quantitative Reasoning","7"
"1334","15% of 745 is equal to which value?","116.75","106.75","633.25","111.75","D","正确答案是 D。Arithmetic · 百分比、比率与速率：percent and ratio。根据题干条件逐项检验可得 111.75。","GRE原创专项练习","Arithmetic · 百分比、比率与速率","易","percent and ratio","zh-en","Quantitative Reasoning","7"
"1335","20% of 750 is equal to which value?","145","600","150","155","C","正确答案是 C。Arithmetic · 百分比、比率与速率：percent and ratio。根据题干条件逐项检验可得 150。","GRE原创专项练习","Arithmetic · 百分比、比率与速率","中","percent and ratio","zh-en","Quantitative Reasoning","7"
"1336","25% of 755 is equal to which value?","566.25","188.75","193.75","183.75","B","正确答案是 B。Arithmetic · 百分比、比率与速率：percent and ratio。根据题干条件逐项检验可得 188.75。","GRE原创专项练习","Arithmetic · 百分比、比率与速率","易","percent and ratio","zh-en","Quantitative Reasoning","7"
"1337","10% of 760 is equal to which value?","76","81","71","684","A","正确答案是 A。Arithmetic · 百分比、比率与速率：percent and ratio。根据题干条件逐项检验可得 76。","GRE原创专项练习","Arithmetic · 百分比、比率与速率","易","percent and ratio","zh-en","Quantitative Reasoning","7"
"1338","15% of 765 is equal to which value?","119.75","109.75","650.25","114.75","D","正确答案是 D。Arithmetic · 百分比、比率与速率：percent and ratio。根据题干条件逐项检验可得 114.75。","GRE原创专项练习","Arithmetic · 百分比、比率与速率","中","percent and ratio","zh-en","Quantitative Reasoning","7"
"1339","20% of 770 is equal to which value?","149","616","154","159","C","正确答案是 C。Arithmetic · 百分比、比率与速率：percent and ratio。根据题干条件逐项检验可得 154。","GRE原创专项练习","Arithmetic · 百分比、比率与速率","易","percent and ratio","zh-en","Quantitative Reasoning","7"
"1340","25% of 775 is equal to which value?","581.25","193.75","198.75","188.75","B","正确答案是 B。Arithmetic · 百分比、比率与速率：percent and ratio。根据题干条件逐项检验可得 193.75。","GRE原创专项练习","Arithmetic · 百分比、比率与速率","易","percent and ratio","zh-en","Quantitative Reasoning","7"
"1341","10% of 780 is equal to which value?","78","83","73","702","A","正确答案是 A。Arithmetic · 百分比、比率与速率：percent and ratio。根据题干条件逐项检验可得 78。","GRE原创专项练习","Arithmetic · 百分比、比率与速率","中","percent and ratio","zh-en","Quantitative Reasoning","7"
"1342","15% of 785 is equal to which value?","122.75","112.75","667.25","117.75","D","正确答案是 D。Arithmetic · 百分比、比率与速率：percent and ratio。根据题干条件逐项检验可得 117.75。","GRE原创专项练习","Arithmetic · 百分比、比率与速率","易","percent and ratio","zh-en","Quantitative Reasoning","7"
"1343","20% of 790 is equal to which value?","153","632","158","163","C","正确答案是 C。Arithmetic · 百分比、比率与速率：percent and ratio。根据题干条件逐项检验可得 158。","GRE原创专项练习","Arithmetic · 百分比、比率与速率","易","percent and ratio","zh-en","Quantitative Reasoning","7"
"1344","25% of 795 is equal to which value?","596.25","198.75","203.75","193.75","B","正确答案是 B。Arithmetic · 百分比、比率与速率：percent and ratio。根据题干条件逐项检验可得 198.75。","GRE原创专项练习","Arithmetic · 百分比、比率与速率","中","percent and ratio","zh-en","Quantitative Reasoning","7"
"1345","10% of 800 is equal to which value?","80","85","75","720","A","正确答案是 A。Arithmetic · 百分比、比率与速率：percent and ratio。根据题干条件逐项检验可得 80。","GRE原创专项练习","Arithmetic · 百分比、比率与速率","易","percent and ratio","zh-en","Quantitative Reasoning","7"
"1346","15% of 805 is equal to which value?","125.75","115.75","684.25","120.75","D","正确答案是 D。Arithmetic · 百分比、比率与速率：percent and ratio。根据题干条件逐项检验可得 120.75。","GRE原创专项练习","Arithmetic · 百分比、比率与速率","易","percent and ratio","zh-en","Quantitative Reasoning","7"
"1347","20% of 810 is equal to which value?","157","648","162","167","C","正确答案是 C。Arithmetic · 百分比、比率与速率：percent and ratio。根据题干条件逐项检验可得 162。","GRE原创专项练习","Arithmetic · 百分比、比率与速率","中","percent and ratio","zh-en","Quantitative Reasoning","7"
"1348","25% of 815 is equal to which value?","611.25","203.75","208.75","198.75","B","正确答案是 B。Arithmetic · 百分比、比率与速率：percent and ratio。根据题干条件逐项检验可得 203.75。","GRE原创专项练习","Arithmetic · 百分比、比率与速率","易","percent and ratio","zh-en","Quantitative Reasoning","7"
"1349","10% of 820 is equal to which value?","82","87","77","738","A","正确答案是 A。Arithmetic · 百分比、比率与速率：percent and ratio。根据题干条件逐项检验可得 82。","GRE原创专项练习","Arithmetic · 百分比、比率与速率","易","percent and ratio","zh-en","Quantitative Reasoning","7"
"1350","15% of 825 is equal to which value?","128.75","118.75","701.25","123.75","D","正确答案是 D。Arithmetic · 百分比、比率与速率：percent and ratio。根据题干条件逐项检验可得 123.75。","GRE原创专项练习","Arithmetic · 百分比、比率与速率","中","percent and ratio","zh-en","Quantitative Reasoning","7"
"1351","20% of 830 is equal to which value?","161","664","166","171","C","正确答案是 C。Arithmetic · 百分比、比率与速率：percent and ratio。根据题干条件逐项检验可得 166。","GRE原创专项练习","Arithmetic · 百分比、比率与速率","易","percent and ratio","zh-en","Quantitative Reasoning","7"
"1352","25% of 835 is equal to which value?","626.25","208.75","213.75","203.75","B","正确答案是 B。Arithmetic · 百分比、比率与速率：percent and ratio。根据题干条件逐项检验可得 208.75。","GRE原创专项练习","Arithmetic · 百分比、比率与速率","易","percent and ratio","zh-en","Quantitative Reasoning","7"
"1353","10% of 840 is equal to which value?","84","89","79","756","A","正确答案是 A。Arithmetic · 百分比、比率与速率：percent and ratio。根据题干条件逐项检验可得 84。","GRE原创专项练习","Arithmetic · 百分比、比率与速率","中","percent and ratio","zh-en","Quantitative Reasoning","7"
"1354","15% of 845 is equal to which value?","131.75","121.75","718.25","126.75","D","正确答案是 D。Arithmetic · 百分比、比率与速率：percent and ratio。根据题干条件逐项检验可得 126.75。","GRE原创专项练习","Arithmetic · 百分比、比率与速率","易","percent and ratio","zh-en","Quantitative Reasoning","7"
"1355","20% of 850 is equal to which value?","165","680","170","175","C","正确答案是 C。Arithmetic · 百分比、比率与速率：percent and ratio。根据题干条件逐项检验可得 170。","GRE原创专项练习","Arithmetic · 百分比、比率与速率","易","percent and ratio","zh-en","Quantitative Reasoning","7"
"1356","25% of 855 is equal to which value?","641.25","213.75","218.75","208.75","B","正确答案是 B。Arithmetic · 百分比、比率与速率：percent and ratio。根据题干条件逐项检验可得 213.75。","GRE原创专项练习","Arithmetic · 百分比、比率与速率","中","percent and ratio","zh-en","Quantitative Reasoning","7"
"1357","10% of 860 is equal to which value?","86","91","81","774","A","正确答案是 A。Arithmetic · 百分比、比率与速率：percent and ratio。根据题干条件逐项检验可得 86。","GRE原创专项练习","Arithmetic · 百分比、比率与速率","易","percent and ratio","zh-en","Quantitative Reasoning","7"
"1358","15% of 865 is equal to which value?","134.75","124.75","735.25","129.75","D","正确答案是 D。Arithmetic · 百分比、比率与速率：percent and ratio。根据题干条件逐项检验可得 129.75。","GRE原创专项练习","Arithmetic · 百分比、比率与速率","易","percent and ratio","zh-en","Quantitative Reasoning","7"
"1359","20% of 870 is equal to which value?","169","696","174","179","C","正确答案是 C。Arithmetic · 百分比、比率与速率：percent and ratio。根据题干条件逐项检验可得 174。","GRE原创专项练习","Arithmetic · 百分比、比率与速率","中","percent and ratio","zh-en","Quantitative Reasoning","7"
"1360","25% of 875 is equal to which value?","656.25","218.75","223.75","213.75","B","正确答案是 B。Arithmetic · 百分比、比率与速率：percent and ratio。根据题干条件逐项检验可得 218.75。","GRE原创专项练习","Arithmetic · 百分比、比率与速率","易","percent and ratio","zh-en","Quantitative Reasoning","7"
"1361","10% of 880 is equal to which value?","88","93","83","792","A","正确答案是 A。Arithmetic · 百分比、比率与速率：percent and ratio。根据题干条件逐项检验可得 88。","GRE原创专项练习","Arithmetic · 百分比、比率与速率","易","percent and ratio","zh-en","Quantitative Reasoning","7"
"1362","15% of 885 is equal to which value?","137.75","127.75","752.25","132.75","D","正确答案是 D。Arithmetic · 百分比、比率与速率：percent and ratio。根据题干条件逐项检验可得 132.75。","GRE原创专项练习","Arithmetic · 百分比、比率与速率","中","percent and ratio","zh-en","Quantitative Reasoning","7"
"1363","20% of 890 is equal to which value?","173","712","178","183","C","正确答案是 C。Arithmetic · 百分比、比率与速率：percent and ratio。根据题干条件逐项检验可得 178。","GRE原创专项练习","Arithmetic · 百分比、比率与速率","易","percent and ratio","zh-en","Quantitative Reasoning","7"
"1364","25% of 895 is equal to which value?","671.25","223.75","228.75","218.75","B","正确答案是 B。Arithmetic · 百分比、比率与速率：percent and ratio。根据题干条件逐项检验可得 223.75。","GRE原创专项练习","Arithmetic · 百分比、比率与速率","易","percent and ratio","zh-en","Quantitative Reasoning","7"
"1365","10% of 900 is equal to which value?","90","95","85","810","A","正确答案是 A。Arithmetic · 百分比、比率与速率：percent and ratio。根据题干条件逐项检验可得 90。","GRE原创专项练习","Arithmetic · 百分比、比率与速率","中","percent and ratio","zh-en","Quantitative Reasoning","7"
"1366","15% of 905 is equal to which value?","140.75","130.75","769.25","135.75","D","正确答案是 D。Arithmetic · 百分比、比率与速率：percent and ratio。根据题干条件逐项检验可得 135.75。","GRE原创专项练习","Arithmetic · 百分比、比率与速率","易","percent and ratio","zh-en","Quantitative Reasoning","7"
"1367","20% of 910 is equal to which value?","177","728","182","187","C","正确答案是 C。Arithmetic · 百分比、比率与速率：percent and ratio。根据题干条件逐项检验可得 182。","GRE原创专项练习","Arithmetic · 百分比、比率与速率","易","percent and ratio","zh-en","Quantitative Reasoning","7"
"1368","25% of 915 is equal to which value?","686.25","228.75","233.75","223.75","B","正确答案是 B。Arithmetic · 百分比、比率与速率：percent and ratio。根据题干条件逐项检验可得 228.75。","GRE原创专项练习","Arithmetic · 百分比、比率与速率","中","percent and ratio","zh-en","Quantitative Reasoning","7"
"1369","10% of 920 is equal to which value?","92","97","87","828","A","正确答案是 A。Arithmetic · 百分比、比率与速率：percent and ratio。根据题干条件逐项检验可得 92。","GRE原创专项练习","Arithmetic · 百分比、比率与速率","易","percent and ratio","zh-en","Quantitative Reasoning","7"
"1370","15% of 925 is equal to which value?","143.75","133.75","786.25","138.75","D","正确答案是 D。Arithmetic · 百分比、比率与速率：percent and ratio。根据题干条件逐项检验可得 138.75。","GRE原创专项练习","Arithmetic · 百分比、比率与速率","易","percent and ratio","zh-en","Quantitative Reasoning","7"
"1371","20% of 930 is equal to which value?","181","744","186","191","C","正确答案是 C。Arithmetic · 百分比、比率与速率：percent and ratio。根据题干条件逐项检验可得 186。","GRE原创专项练习","Arithmetic · 百分比、比率与速率","中","percent and ratio","zh-en","Quantitative Reasoning","7"
"1372","25% of 935 is equal to which value?","701.25","233.75","238.75","228.75","B","正确答案是 B。Arithmetic · 百分比、比率与速率：percent and ratio。根据题干条件逐项检验可得 233.75。","GRE原创专项练习","Arithmetic · 百分比、比率与速率","易","percent and ratio","zh-en","Quantitative Reasoning","7"
"1373","10% of 940 is equal to which value?","94","99","89","846","A","正确答案是 A。Arithmetic · 百分比、比率与速率：percent and ratio。根据题干条件逐项检验可得 94。","GRE原创专项练习","Arithmetic · 百分比、比率与速率","易","percent and ratio","zh-en","Quantitative Reasoning","7"
"1374","15% of 945 is equal to which value?","146.75","136.75","803.25","141.75","D","正确答案是 D。Arithmetic · 百分比、比率与速率：percent and ratio。根据题干条件逐项检验可得 141.75。","GRE原创专项练习","Arithmetic · 百分比、比率与速率","中","percent and ratio","zh-en","Quantitative Reasoning","7"
"1375","20% of 950 is equal to which value?","185","760","190","195","C","正确答案是 C。Arithmetic · 百分比、比率与速率：percent and ratio。根据题干条件逐项检验可得 190。","GRE原创专项练习","Arithmetic · 百分比、比率与速率","易","percent and ratio","zh-en","Quantitative Reasoning","7"
"1376","25% of 955 is equal to which value?","716.25","238.75","243.75","233.75","B","正确答案是 B。Arithmetic · 百分比、比率与速率：percent and ratio。根据题干条件逐项检验可得 238.75。","GRE原创专项练习","Arithmetic · 百分比、比率与速率","易","percent and ratio","zh-en","Quantitative Reasoning","7"
"1377","10% of 960 is equal to which value?","96","101","91","864","A","正确答案是 A。Arithmetic · 百分比、比率与速率：percent and ratio。根据题干条件逐项检验可得 96。","GRE原创专项练习","Arithmetic · 百分比、比率与速率","中","percent and ratio","zh-en","Quantitative Reasoning","7"
"1378","15% of 965 is equal to which value?","149.75","139.75","820.25","144.75","D","正确答案是 D。Arithmetic · 百分比、比率与速率：percent and ratio。根据题干条件逐项检验可得 144.75。","GRE原创专项练习","Arithmetic · 百分比、比率与速率","易","percent and ratio","zh-en","Quantitative Reasoning","7"
"1379","20% of 970 is equal to which value?","189","776","194","199","C","正确答案是 C。Arithmetic · 百分比、比率与速率：percent and ratio。根据题干条件逐项检验可得 194。","GRE原创专项练习","Arithmetic · 百分比、比率与速率","易","percent and ratio","zh-en","Quantitative Reasoning","7"
"1380","25% of 975 is equal to which value?","731.25","243.75","248.75","238.75","B","正确答案是 B。Arithmetic · 百分比、比率与速率：percent and ratio。根据题干条件逐项检验可得 243.75。","GRE原创专项练习","Arithmetic · 百分比、比率与速率","中","percent and ratio","zh-en","Quantitative Reasoning","7"
"1381","10% of 980 is equal to which value?","98","103","93","882","A","正确答案是 A。Arithmetic · 百分比、比率与速率：percent and ratio。根据题干条件逐项检验可得 98。","GRE原创专项练习","Arithmetic · 百分比、比率与速率","易","percent and ratio","zh-en","Quantitative Reasoning","7"
"1382","15% of 985 is equal to which value?","152.75","142.75","837.25","147.75","D","正确答案是 D。Arithmetic · 百分比、比率与速率：percent and ratio。根据题干条件逐项检验可得 147.75。","GRE原创专项练习","Arithmetic · 百分比、比率与速率","易","percent and ratio","zh-en","Quantitative Reasoning","7"
"1383","20% of 990 is equal to which value?","193","792","198","203","C","正确答案是 C。Arithmetic · 百分比、比率与速率：percent and ratio。根据题干条件逐项检验可得 198。","GRE原创专项练习","Arithmetic · 百分比、比率与速率","中","percent and ratio","zh-en","Quantitative Reasoning","7"
"1384","25% of 995 is equal to which value?","746.25","248.75","253.75","243.75","B","正确答案是 B。Arithmetic · 百分比、比率与速率：percent and ratio。根据题干条件逐项检验可得 248.75。","GRE原创专项练习","Arithmetic · 百分比、比率与速率","易","percent and ratio","zh-en","Quantitative Reasoning","7"
"1385","10% of 1000 is equal to which value?","100","105","95","900","A","正确答案是 A。Arithmetic · 百分比、比率与速率：percent and ratio。根据题干条件逐项检验可得 100。","GRE原创专项练习","Arithmetic · 百分比、比率与速率","易","percent and ratio","zh-en","Quantitative Reasoning","7"
"1386","15% of 1005 is equal to which value?","155.75","145.75","854.25","150.75","D","正确答案是 D。Arithmetic · 百分比、比率与速率：percent and ratio。根据题干条件逐项检验可得 150.75。","GRE原创专项练习","Arithmetic · 百分比、比率与速率","中","percent and ratio","zh-en","Quantitative Reasoning","7"
"1387","20% of 1010 is equal to which value?","197","808","202","207","C","正确答案是 C。Arithmetic · 百分比、比率与速率：percent and ratio。根据题干条件逐项检验可得 202。","GRE原创专项练习","Arithmetic · 百分比、比率与速率","易","percent and ratio","zh-en","Quantitative Reasoning","7"
"1388","25% of 1015 is equal to which value?","761.25","253.75","258.75","248.75","B","正确答案是 B。Arithmetic · 百分比、比率与速率：percent and ratio。根据题干条件逐项检验可得 253.75。","GRE原创专项练习","Arithmetic · 百分比、比率与速率","易","percent and ratio","zh-en","Quantitative Reasoning","7"
"1389","10% of 1020 is equal to which value?","102","107","97","918","A","正确答案是 A。Arithmetic · 百分比、比率与速率：percent and ratio。根据题干条件逐项检验可得 102。","GRE原创专项练习","Arithmetic · 百分比、比率与速率","中","percent and ratio","zh-en","Quantitative Reasoning","7"
"1390","15% of 1025 is equal to which value?","158.75","148.75","871.25","153.75","D","正确答案是 D。Arithmetic · 百分比、比率与速率：percent and ratio。根据题干条件逐项检验可得 153.75。","GRE原创专项练习","Arithmetic · 百分比、比率与速率","易","percent and ratio","zh-en","Quantitative Reasoning","7"
"1391","20% of 1030 is equal to which value?","201","824","206","211","C","正确答案是 C。Arithmetic · 百分比、比率与速率：percent and ratio。根据题干条件逐项检验可得 206。","GRE原创专项练习","Arithmetic · 百分比、比率与速率","易","percent and ratio","zh-en","Quantitative Reasoning","7"
"1392","25% of 1035 is equal to which value?","776.25","258.75","263.75","253.75","B","正确答案是 B。Arithmetic · 百分比、比率与速率：percent and ratio。根据题干条件逐项检验可得 258.75。","GRE原创专项练习","Arithmetic · 百分比、比率与速率","中","percent and ratio","zh-en","Quantitative Reasoning","7"
"1393","10% of 1040 is equal to which value?","104","109","99","936","A","正确答案是 A。Arithmetic · 百分比、比率与速率：percent and ratio。根据题干条件逐项检验可得 104。","GRE原创专项练习","Arithmetic · 百分比、比率与速率","易","percent and ratio","zh-en","Quantitative Reasoning","7"
"1394","15% of 1045 is equal to which value?","161.75","151.75","888.25","156.75","D","正确答案是 D。Arithmetic · 百分比、比率与速率：percent and ratio。根据题干条件逐项检验可得 156.75。","GRE原创专项练习","Arithmetic · 百分比、比率与速率","易","percent and ratio","zh-en","Quantitative Reasoning","7"
"1395","20% of 1050 is equal to which value?","205","840","210","215","C","正确答案是 C。Arithmetic · 百分比、比率与速率：percent and ratio。根据题干条件逐项检验可得 210。","GRE原创专项练习","Arithmetic · 百分比、比率与速率","中","percent and ratio","zh-en","Quantitative Reasoning","7"
"1396","25% of 1055 is equal to which value?","791.25","263.75","268.75","258.75","B","正确答案是 B。Arithmetic · 百分比、比率与速率：percent and ratio。根据题干条件逐项检验可得 263.75。","GRE原创专项练习","Arithmetic · 百分比、比率与速率","易","percent and ratio","zh-en","Quantitative Reasoning","7"
"1397","10% of 1060 is equal to which value?","106","111","101","954","A","正确答案是 A。Arithmetic · 百分比、比率与速率：percent and ratio。根据题干条件逐项检验可得 106。","GRE原创专项练习","Arithmetic · 百分比、比率与速率","易","percent and ratio","zh-en","Quantitative Reasoning","7"
"1398","15% of 1065 is equal to which value?","164.75","154.75","905.25","159.75","D","正确答案是 D。Arithmetic · 百分比、比率与速率：percent and ratio。根据题干条件逐项检验可得 159.75。","GRE原创专项练习","Arithmetic · 百分比、比率与速率","中","percent and ratio","zh-en","Quantitative Reasoning","7"
"1399","20% of 1070 is equal to which value?","209","856","214","219","C","正确答案是 C。Arithmetic · 百分比、比率与速率：percent and ratio。根据题干条件逐项检验可得 214。","GRE原创专项练习","Arithmetic · 百分比、比率与速率","易","percent and ratio","zh-en","Quantitative Reasoning","7"
"1400","25% of 1075 is equal to which value?","806.25","268.75","273.75","263.75","B","正确答案是 B。Arithmetic · 百分比、比率与速率：percent and ratio。根据题干条件逐项检验可得 268.75。","GRE原创专项练习","Arithmetic · 百分比、比率与速率","易","percent and ratio","zh-en","Quantitative Reasoning","7"
"1401","If 2x + 1 = 7, what is x?","3","4","2","6","A","正确答案是 A。Algebra · 方程与代数式：linear equations。根据题干条件逐项检验可得 3。","GRE原创专项练习","Algebra · 方程与代数式","中","linear equations","zh-en","Quantitative Reasoning","8"
"1402","If 3x + 2 = 14, what is x?","5","3","12","4","D","正确答案是 D。Algebra · 方程与代数式：linear equations。根据题干条件逐项检验可得 4。","GRE原创专项练习","Algebra · 方程与代数式","易","linear equations","zh-en","Quantitative Reasoning","8"
"1403","If 4x + 3 = 23, what is x?","4","20","5","6","C","正确答案是 C。Algebra · 方程与代数式：linear equations。根据题干条件逐项检验可得 5。","GRE原创专项练习","Algebra · 方程与代数式","易","linear equations","zh-en","Quantitative Reasoning","8"
"1404","If 5x + 4 = 34, what is x?","30","6","7","5","B","正确答案是 B。Algebra · 方程与代数式：linear equations。根据题干条件逐项检验可得 6。","GRE原创专项练习","Algebra · 方程与代数式","中","linear equations","zh-en","Quantitative Reasoning","8"
"1405","If 6x + 5 = 47, what is x?","7","8","6","42","A","正确答案是 A。Algebra · 方程与代数式：linear equations。根据题干条件逐项检验可得 7。","GRE原创专项练习","Algebra · 方程与代数式","易","linear equations","zh-en","Quantitative Reasoning","8"
"1406","If 7x + 6 = 62, what is x?","9","7","56","8","D","正确答案是 D。Algebra · 方程与代数式：linear equations。根据题干条件逐项检验可得 8。","GRE原创专项练习","Algebra · 方程与代数式","易","linear equations","zh-en","Quantitative Reasoning","8"
"1407","If 8x + 7 = 79, what is x?","8","72","9","10","C","正确答案是 C。Algebra · 方程与代数式：linear equations。根据题干条件逐项检验可得 9。","GRE原创专项练习","Algebra · 方程与代数式","中","linear equations","zh-en","Quantitative Reasoning","8"
